what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1419932773875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932778661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932801566
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1419932802971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932814548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932815351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932874278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932878337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932881785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932883160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932904612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932906009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932927525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932950460
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1419932952811
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1419932955442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419932957205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933011173
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1419933014064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933141180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933145921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933146583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1419933146598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1419933146886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933148229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933148666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1419933150970
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1419933217107
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1419933218408
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1419933225206
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1419933254453
