what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1420033182941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033210144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1420033211264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033225095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1420033232457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1420033245912
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1420033247703
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1420033254222
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1420033261163
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1420033262981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033264500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033273216
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1420033274384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033293624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033296136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033319808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033322592
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1420033328759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033330928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033332922
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1420033335820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033338327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033340349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033341864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033343685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033352967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033369060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033406679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033407492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033428427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033429093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033431335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033432636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033439106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033439987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1420033449378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1420033458975
